Hard Skill,Category,Subcategory,UAE Count,Standardized Count UAE,US Count,Standardized Count US
Body Composition Analysis,"Performing Arts, Sports, and Recreation",Coaching and Athletic Training,47,0.00088528,22,0.00051836
Primary Health Care,Health Care,General Medicine,47,0.00088528,7,0.00016493
Liver Disorders,Health Care,Hepatology,47,0.00088528,57,0.00134303
Days Sales Outstanding,Finance,Accounts Payable and Receivable,47,0.00088528,39,0.00091892
Defibrillation,Health Care,Emergency and Intensive Care,47,0.00088528,155,0.0036521
Nutraceuticals,Health Care,Alternative Therapy,47,0.00088528,62,0.00146084
Property Insurance,Finance,Insurance,47,0.00088528,92,0.0021677
Ignition Systems,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,47,0.00088528,33,0.00077754
Hyperledger,Information Technology,Blockchain,47,0.00088528,7,0.00016493
Windows Desktop,Information Technology,Microsoft Windows,47,0.00088528,115,0.00270962
Fiber To The X,Information Technology,Telecommunications,47,0.00088528,25,0.00058905
Mechanical Tools,Manufacturing and Production,Machinery,47,0.00088528,81,0.00190852
Collibra (Software),Information Technology,Collaborative Software,47,0.00088528,141,0.00332223
Health Care Benefits,Human Resources,Compensation and Benefits,47,0.00088528,1457,0.03432976
Damage Assessments,Customer and Client Support,Insurance and Warranty Claims Processing,47,0.00088528,61,0.00143728
Clinical Nutrition,Health Care,Nutrition and Diet,47,0.00088528,76,0.00179071
Device Drivers,Information Technology,Software Development,47,0.00088528,426,0.01003739
Short Films,Media and Communications,Photo/Video Production and Technology,47,0.00088528,6,0.00014137
Feature Selection,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),46,0.00086644,32,0.00075398
Qualitative Data Analysis,Analysis,Data Analysis,46,0.00086644,16,0.00037699
Social Justice,"Economics, Policy, and Social Studies",Social Studies,46,0.00086644,825,0.01943861
Interlibrary Loan,Education and Training,Library and Archiving,46,0.00086644,2,0.00004712
Rheumatology,Health Care,General Medicine,46,0.00086644,43,0.00101316
Network Interface Controllers,Information Technology,Networking Hardware,46,0.00086644,130,0.00306305
Psychological Health,Health Care,Mental and Behavioral Health Specialties,46,0.00086644,9,0.00021206
Genetic Engineering,Science and Research,Genetics,46,0.00086644,2,0.00004712
Test Design,"Law, Regulation, and Compliance",Quality Assurance and Control,46,0.00086644,157,0.00369923
File Transfer,Information Technology,Data Management,46,0.00086644,136,0.00320443
Airtable,Business,Project Management,46,0.00086644,245,0.00577268
Good Documentation Practices,Health Care,Health Information Management and Medical Records,46,0.00086644,105,0.002474
Peritoneal Dialysis,Health Care,Nephrology,46,0.00086644,269,0.00633816
Applied Statistics,Analysis,Statistics,46,0.00086644,82,0.00193208
Annuities,Finance,Insurance,46,0.00086644,710,0.01672898
Pricing Analytics,Business,Pricing Analysis,46,0.00086644,23,0.00054192
Portfolio Investment,Finance,Investment Management,46,0.00086644,37,0.00087179
Document Imaging,Administration,Document Management,46,0.00086644,98,0.00230907
Product Data Management,Business,Product Management,46,0.00086644,244,0.00574912
Akka (Toolkit),Information Technology,Software Development Tools,46,0.00086644,22,0.00051836
Markets In Financial Instruments Directive,Finance,Financial Regulation,46,0.00086644,51,0.00120166
Traffic Signal Timing,Engineering,Roads and Drainage,46,0.00086644,19,0.00044768
Space Science,Science and Research,Earth and Space Science,46,0.00086644,3,0.00007069
Plant Efficiency,Manufacturing and Production,Plant Operations and Management,46,0.00086644,30,0.00070686
Archaeology,"Economics, Policy, and Social Studies",Social Studies,46,0.00086644,51,0.00120166
Insourcing,Human Resources,Human Resources Management and Planning,46,0.00086644,28,0.00065973
Collateral Design,Design,Graphic and Visual Design,46,0.00086644,14,0.00032987
Transformer (Machine Learning Model),Information Technology,Artificial Intelligence and Machine Learning (AI/ML),46,0.00086644,101,0.00237976
Snowflake Schema,Analysis,Data Science,46,0.00086644,85,0.00200277
Engine Control Unit,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,46,0.00086644,34,0.00080111
Diabetic Retinopathy,Health Care,Eye Care,46,0.00086644,12,0.00028274
Endoscopic Retrograde Cholangiopancreatogram (ERCP),Health Care,Hepatology,46,0.00086644,7,0.00016493
Psychiatric Assessments,Health Care,Mental and Behavioral Health Specialties,46,0.00086644,55,0.00129591
Three-Phase,Engineering,Electrical and Computer Engineering,46,0.00086644,363,0.00855299
File Structure,Information Technology,Computer Science,46,0.00086644,28,0.00065973
DocuSign (Software),Business,Business Management,46,0.00086644,237,0.00558418
Shipment Routing,"Transportation, Supply Chain, and Logistics",Logistics,46,0.00086644,19,0.00044768
SAP EWM,"Transportation, Supply Chain, and Logistics",Inventory and Warehousing,46,0.00086644,114,0.00268606
Human Factors And Ergonomics,Design,Industrial Design,46,0.00086644,52,0.00122522
Laser Levels,Architecture and Construction,General Construction and Construction Labor,46,0.00086644,15,0.00035343
Chemical Kinetics,Science and Research,Chemistry,46,0.00086644,29,0.0006833
Astronomy,Science and Research,Earth and Space Science,46,0.00086644,27,0.00063617
Intracytoplasmic Sperm Injection,Health Care,Obstetrics and Gynecology (OBGYN),46,0.00086644,4,0.00009425
Oracle Workflow,Information Technology,IT Automation,46,0.00086644,14,0.00032987
Android UI,Information Technology,Mobile Development,46,0.00086644,36,0.00084823
BlackLine (Accounting Software),Finance,Accounting and Finance Software,46,0.00086644,245,0.00577268
Manual Lymphatic Drainage,Health Care,Physical Therapy,46,0.00086644,4,0.00009425
Circuit Breaker Installation,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,46,0.00086644,12,0.00028274
Medical Coding Compliance,Health Care,Medical Billing and Coding,46,0.00086644,9,0.00021206
Tax Administration,Finance,Tax,46,0.00086644,19,0.00044768
Meteorology,Science and Research,Earth and Space Science,46,0.00086644,43,0.00101316
Pancreas,Health Care,Gastroenterology,45,0.00084761,8,0.0001885
Code Generation,Information Technology,Software Development,45,0.00084761,180,0.00424115
Wavelength-Division Multiplexing,Information Technology,Telecommunications,45,0.00084761,117,0.00275675
Online Surveys (Evaluation Methods),Marketing and Public Relations,Market Analysis,45,0.00084761,69,0.00162577
Hydrographic Survey,Engineering,Surveying and Cartography,45,0.00084761,5,0.00011781
Remote Installation,Information Technology,Technical Support and Services,45,0.00084761,17,0.00040055
Contour Milling,Manufacturing and Production,Manufacturing Processes,45,0.00084761,2,0.00004712
Website Builder,Information Technology,Web Design and Development,45,0.00084761,8,0.0001885
Configuration Design,Information Technology,System Design and Implementation,45,0.00084761,51,0.00120166
Dairy Industry,Manufacturing and Production,Food Science and Processing,45,0.00084761,12,0.00028274
Web UI,Design,User Interface and User Experience (UI/UX) Design,45,0.00084761,113,0.0026625
Energy Management Planning,Energy and Utilities,Energy Management,45,0.00084761,3,0.00007069
3GPP (Telecommunication),Information Technology,Wireless Technologies,45,0.00084761,49,0.00115454
Functional Medicine,Health Care,Alternative Therapy,45,0.00084761,45,0.00106029
Information Design,Design,Presentation Design,45,0.00084761,47,0.00110741
International Accounting Standards Board,Finance,General Accounting,45,0.00084761,1,0.00002356
Terminal Server,Information Technology,Servers,45,0.00084761,7,0.00016493
Office Online,Administration,Office and Productivity Equipment and Technology,45,0.00084761,4,0.00009425
Genie Lifts,Architecture and Construction,Heavy Equipment Operation,45,0.00084761,11,0.00025918
Social Change,"Economics, Policy, and Social Studies",Social Studies,45,0.00084761,69,0.00162577
Promotional Effectiveness,Marketing and Public Relations,Market Analysis,45,0.00084761,27,0.00063617
Faculty Development,Education and Training,Training Programs,45,0.00084761,43,0.00101316
Uninterruptible Power Supply,Energy and Utilities,Electrical Power,45,0.00084761,108,0.00254469
Convalescence,Health Care,Nursing and Patient Care,45,0.00084761,1,0.00002356
Forensic Toolkits,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,45,0.00084761,39,0.00091892
Digital Audio,Media and Communications,Audio Production and Technology,45,0.00084761,41,0.00096604
Chemical Reactions,Science and Research,Chemistry,45,0.00084761,37,0.00087179
Microsoft Network Monitor,Information Technology,Networking Software,45,0.00084761,17,0.00040055
Auctioneering,Sales,Specialized Sales,45,0.00084761,7,0.00016493
Azure Kubernetes Service,Information Technology,Cloud Solutions,45,0.00084761,118,0.00278031
Anthropometrics,Health Care,Nutrition and Diet,45,0.00084761,12,0.00028274
Treasury Services,Finance,General Finance,45,0.00084761,102,0.00240332
Ionizing Radiation,Health Care,Medical Imaging,45,0.00084761,69,0.00162577
ESG Research And Analysis,"Economics, Policy, and Social Studies","Policy Analysis, Research, and Development",45,0.00084761,19,0.00044768
Nursing Administration,Health Care,Health Care Administration,45,0.00084761,35,0.00082467
Ceramic Coating,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,45,0.00084761,1,0.00002356
Gantry Crane,Architecture and Construction,Heavy Equipment Operation,45,0.00084761,7,0.00016493
Stress Engineering,Engineering,"Engineering, Other",45,0.00084761,6,0.00014137
Logic Analyzer,Engineering,Electrical and Computer Engineering,45,0.00084761,442,0.01041438
Networking Basics,Information Technology,General Networking,45,0.00084761,43,0.00101316
Instagram Content,Marketing and Public Relations,Social Media,45,0.00084761,12,0.00028274
Building Inspections,Architecture and Construction,Construction Inspection,45,0.00084761,144,0.00339292
Commissioning Management Systems,Architecture and Construction,Construction Inspection,45,0.00084761,57,0.00134303
Wardrobe Styling,Sales,Retail Sales,45,0.00084761,1,0.00002356
Time Horizon,Finance,Financial Trading,45,0.00084761,62,0.00146084
Indexing,Information Technology,Computer Science,45,0.00084761,97,0.00228551
IBM VNET,Information Technology,General Networking,45,0.00084761,57,0.00134303
Sleep Apnea,Health Care,Pulmonology,45,0.00084761,43,0.00101316
Policy Recommendations,"Economics, Policy, and Social Studies","Policy Analysis, Research, and Development",45,0.00084761,56,0.00131947
System Deployment,Information Technology,System Design and Implementation,45,0.00084761,122,0.00287456
Investment Accounting,Finance,Investment Management,45,0.00084761,54,0.00127235
Grant Writing,Media and Communications,Writing and Editing,45,0.00084761,163,0.0038406
Backbone.js (Javascript Library),Information Technology,JavaScript and jQuery,45,0.00084761,71,0.0016729
Transportation Safety,"Transportation, Supply Chain, and Logistics",Transportation Operations,45,0.00084761,18,0.00042412
SAP NetWeaver Data Management,Information Technology,Data Management,44,0.00082877,59,0.00139016
Leased Lines,Information Technology,Telecommunications,44,0.00082877,21,0.0004948
Data Masking,Information Technology,Data Management,44,0.00082877,76,0.00179071
Electromagnetic Interference And Compatibility (EMC/EMI),Engineering,Electrical and Computer Engineering,44,0.00082877,310,0.0073042
Denial-Of-Service (DoS) Attacks,Information Technology,Cybersecurity,44,0.00082877,27,0.00063617
Change Advisory,Business,Project Management,44,0.00082877,20,0.00047124
Secure Remote Password Protocols,Information Technology,Network Security,44,0.00082877,341,0.00803462
Current Procedural Terminology (CPT),Health Care,Medical Billing and Coding,44,0.00082877,79,0.00186139
SEC Filing,Finance,Financial Reporting,44,0.00082877,169,0.00398197
Harmonic Analysis,Engineering,Electrical and Computer Engineering,44,0.00082877,8,0.0001885
Unsupervised Learning,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),44,0.00082877,146,0.00344004
Amazon Marketplace,Sales,E-Commerce,44,0.00082877,18,0.00042412
Solid Waste Management,Environment,Waste Management,44,0.00082877,11,0.00025918
Palo Alto Firewalls,Information Technology,Network Security,44,0.00082877,146,0.00344004
Command Controls,Engineering,Automation Engineering,44,0.00082877,426,0.01003739
Code Analysis,Information Technology,Software Quality Assurance,44,0.00082877,146,0.00344004
Network Traffic Management,Information Technology,General Networking,44,0.00082877,33,0.00077754
Collaborative Innovation Networks,Business,Business Communications,44,0.00082877,33,0.00077754
Stereotactic Surgery,Health Care,Surgery,44,0.00082877,10,0.00023562
Web Filtering,Information Technology,Cybersecurity,44,0.00082877,41,0.00096604
Machine Learning Methods,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),44,0.00082877,191,0.00450033
Nuix (eDiscovery Software),"Law, Regulation, and Compliance",Legal Support,44,0.00082877,16,0.00037699
Quality Scoring,"Law, Regulation, and Compliance",Quality Assurance and Control,44,0.00082877,29,0.0006833
Category Analytics,Marketing and Public Relations,Market Analysis,44,0.00082877,7,0.00016493
Data Classification,Information Technology,Data Management,44,0.00082877,50,0.0011781
Iterative Design,Design,User Interface and User Experience (UI/UX) Design,44,0.00082877,125,0.00294524
OutSystems,Information Technology,Software Development Tools,44,0.00082877,15,0.00035343
